,Age,Name,Yomi,StateData,RecommendData,Kubun,VotesCount,BtnParty,CountData,PositionData,CareerData,Bg1,Bg2,Bg3,Bg4,Bg5,Bg6,Bg7,Bg8,Bg9,Bg10,Bg11,Bg12,Bg13,Bg14,Bg15
413,39,椎名　　毅,しいな　つよし,前,,神奈川９区,27762,維新の党,1,弁護士,弁護士［歴］国会原子力事故調査委員会調査員▽米コロンビア大院,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,1. 問題ない,非該当,非該当,2. 反対,非該当,1. 必要だ,2. 反対,2. 反対
414,38,堀口　　望,ほりぐち　のぞむ,新,,神奈川９区,18134,共産党,0,党県委員,党県委員・地区副委員長・９区国政対策委員長［歴］学童保育職員▽藤沢北高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
415,65,田中　和徳,たなか　かずのり,前,［公］,神奈川１０区,114564,自民党,7,党組織本部長,党組織運動本部長▽保護司［歴］川崎市議▽県議▽副財務相▽副環境相▽法大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,非該当,非該当,非該当,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
416,67,城島　光力,じょうじま　こうりき,元,,神奈川１０区,66897,民主党,4,［元］財務相,［元］財務相［歴］党政調会長代理・幹事長代理・国対委員長・県代表▽東大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,非該当,2. 反対
417,56,中野　智裕,なかの　としひろ,新,,神奈川１０区,38025,共産党,0,党地区役員,党川崎南部地区委員長・県委員［歴］新聞販売店支援会社員▽東海大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
418,33,小泉進次郎,こいずみ　しんじろう,前,,神奈川１１区,168953,自民党,3,復興政務官,復興政務官［歴］米シンクタンク研究員▽党青年局長▽米コロンビア大院,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. ,8. 
419,62,瀬戸　和弘,せと　かずひろ,新,,神奈川１１区,33930,共産党,0,党地区役員,党三浦半島地区副委員長・県委員［歴］電器部品成型会社員▽北海道・津別高,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
420,51,星野　剛士,ほしの　つよし,前,［公］,神奈川１２区,83327,自民党,2,［元］県議,［元］県議▽経営コンサル会社取締役▽党経産副部会長［歴］産経新聞記者▽日大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,無回答,無回答,無回答,無回答,無回答,1. 必要だ,2. 反対,無回答
421,66,阿部　知子,あべ　ともこ,前,,神奈川１２区,82612,民主党,6,［元］病院長,［元］病院長［歴］国立小児病院医師▽社民党政審会長▽日本未来の党代表▽東大,2. 反対,2. 反対,非該当,1. 導入すべきだ,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,2. 必要でない,2. 反対,2. 反対
422,25,味村耕太郎,みむら　こうたろう,新,,神奈川１２区,16189,共産党,0,党１２区役員,党１２区青年・雇用対策委員長・准県委員・地区職員［歴］党県職員▽和光大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
423,31,甘粕　和彦,あまかす　かず　ひこ,新,,神奈川１２区,14208,次世代の党,0,［元］衆議員秘書,［元］衆院議員秘書▽党県幹事［歴］住宅設備会社員▽上智大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
424,65,甘利　　明,あまり　あきら,前,［公］,神奈川１３区,142201,自民党,11,経済再生相,経済再生相［歴］ソニー社員▽労相▽経産相▽行革担当相▽党政調会長▽慶大,1. 賛成,非該当,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,非該当,2. 見直すべきでない,非該当,非該当,非該当,1. 必要だ,1. 賛成,1. 賛成
425,29,伊藤　優太,いとう　ゆうた,新,,神奈川１３区,58941,維新の党,0,［元］座間市議,［元］座間市議［歴］芸能事務所社員▽国学院大,2. 反対,2. 反対,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,1. 賛成
426,60,高久　良美,たかく　よしみ,新,,神奈川１３区,34014,共産党,0,［元］大和市議,［元］大和市議▽党１３区基地対策委員長［歴］ＮＴＴ社員▽栃木・黒磯高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
427,46,赤間　二郎,あかま　じろう,前,［公］,神奈川１４区,109408,自民党,3,総務政務官,総務政務官▽保護司［歴］県議▽党副幹事長▽国家基本政策委理事▽立教大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,1. 必要だ,2. 反対,1. 賛成
428,44,本村賢太郎,もとむら　けんたろう,元,,神奈川１４区,83485,民主党,2,［元］県議,［元］県議［歴］建設会社員▽衆院議員秘書▽党県代表代行▽青学大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,1. 見直すべきだ,2. 反対,2. 引き受けたくない,2. 必要でない,1. 賛成,2. 反対
429,66,中野渡　旬,なかのわたり　じゅん,新,,神奈川１４区,22720,共産党,0,党１４区役員,党１４区国政対策委員長・北部地区常任委員［歴］電子部品製造会社員▽金沢大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
430,49,中本　太衛,なかもと　たえい,元,,神奈川１４区,16091,次世代の党,1,党県副会長,党県副会長▽商品販売会社監査役▽商社監査役［歴］松下政経塾生▽上智大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,非該当,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,非該当,非該当,1. 必要だ,1. 賛成,1. 賛成
431,51,河野　太郎,こうの　たろう,前,［公］,神奈川１５区,155388,自民党,7,党行革本部長,党行革推進本部長▽法大大学院兼任講師［歴］副法相▽米ジョージタウン大,非該当,1. 賛成,1. 評価する,2. 導入すべきでない,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,1. 必要だ,非該当,非該当
432,53,池田東一郎,いけだ　とういちろう,新,,神奈川１５区,39211,無所属,0,［元］蔵相秘書官,［元］蔵相秘書官［歴］労働省職員▽衆院議員秘書▽参院議員秘書▽東大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,1. 賛成,2. 反対
433,28,沼上　徳光,ぬまかみ　とくみつ,新,,神奈川１５区,38068,共産党,0,党１５区役員,党１５区役員［歴］ヤマト運輸社員▽横浜リゾート＆スポーツ専門学校,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
434,45,後藤　祐一,ごとう　ゆういち,前,,神奈川１６区,103116,民主党,3,党政調副会長,［元］党政調筆頭副会長▽青年委員長代理［歴］経産省課長補佐▽東大,2. 反対,非該当,1. 評価する,2. 導入すべきでない,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,無回答,2. 反対,無回答
435,43,義家　弘介,よしいえ　ひろゆき,前,［公］,神奈川１６区,101627,自民党,2,党副幹事長,党副幹事長［歴］高校教諭▽参院議員▽文科政務官▽文科委理事▽明治学院大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,非該当,非該当,1. 必要だ,1. 賛成,1. 賛成
436,52,池田　博英,いけだ　ひろひで,新,,神奈川１６区,20243,共産党,0,党１６区役員,党１６区役員・県央地区委員長［歴］大学生協職員▽衆院議員秘書▽日大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
437,38,牧島かれん,まきしま　かれん,前,［公］,神奈川１７区,118537,自民党,2,大学客員教授,横浜薬大客員教授▽党国際局次長［歴］早大客員講師▽国際基督教大院,無回答,無回答,1. 評価する,無回答,1. 評価する,無回答,1. 必要だ,無回答,無回答,無回答,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
438,39,神山　洋介,かみやま　ようすけ,元,,神奈川１７区,79788,民主党,2,［元］生保会社員,［元］第一生命社員［歴］松下政経塾生▽党政調会長補佐▽安保委理事▽慶大,1. 賛成,2. 反対,1. 評価する,2. 導入すべきでない,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,無回答,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,1. 必要だ,2. 反対,2. 反対
439,59,吉田　福治,よしだ　ふくじ,新,,神奈川１７区,23569,共産党,0,党１７区役員,党１７区国政対策委員長［歴］風水力機械製造会社員▽小田原城北工高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
440,46,山際大志郎,やまぎわ　だいしろう,前,［公］,神奈川１８区,86869,自民党,4,副経産相,副経産相▽獣医師［歴］外務委理事▽内閣政務官▽党経産部会長▽東大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
441,50,中田　　宏,なかだ　ひろし,前,,神奈川１８区,59138,次世代の党,4,［元］横浜市長,［元］横浜市長▽党国対委員長［歴］松下政経塾生▽大阪市特別顧問▽青学大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
442,31,北村　　造,きたむら　いたる,新,,神奈川１８区,26691,維新の党,0,投資会社員,不動産投資顧問会社員［歴］ゴールドマン・サックス証券社員▽早大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,2. 必要でない,1. 賛成,1. 賛成
443,64,塩田　儀夫,しおだ　よしお,新,,神奈川１８区,24616,共産党,0,党１８区役員,川崎医療生協理事▽党１８区国政対策委員長［歴］東芝社員▽金沢高,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
444,49,樋高　　剛,ひだか　たけし,元,,神奈川１８区,20105,生活の党,3,［元］環境政務官,［元］環境政務官▽党県代表［歴］損保会社員▽裁判官弾劾裁判所裁判員▽早大,無回答,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,無回答,無回答,無回答,無回答,2. 必要でない,2. 反対,1. 賛成
445,61,上川　陽子,かみかわ　ようこ,前,［公］,静岡１区,89544,自民党,5,法相,法相［歴］三菱総研客員研究員▽総務政務官▽少子化担当相▽ハーバード大院,非該当,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,非該当,非該当,2. 見直すべきでない,2. 見直すべきでない,非該当,1. 引き受けてもいい,1. 必要だ,非該当,非該当
446,40,小池　政就,こいけ　まさなり,前,,静岡１区,47986,維新の党,1,［元］東大院助教,［元］東大院助教［歴］丸紅社員▽日大国際関係学部准教授▽東大院,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,無回答,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,1. 必要だ,1. 賛成,1. 賛成
447,69,牧野　聖修,まきの　せいしゅう,元,,静岡１区,45238,民主党,4,［元］党副幹事長,［元］党副幹事長［歴］静岡市議▽県議▽党県会長▽弾劾裁判長▽副経産相▽中大,1. 賛成,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
448,63,河瀬　幸代,かわせ　さちよ,新,,静岡１区,16682,共産党,0,［元］静岡市議,［元］静岡市議▽党県委員・静岡地区副委員長▽静岡大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
449,38,井林　辰憲,いばやし　たつのり,前,［公］,静岡２区,129311,自民党,2,［元］国交省職員,［元］国交省職員▽党青年局次長・国対委員・２区支部長▽京大院,2. 反対,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,2. 反対
450,30,松尾　　勉,まつお　つとむ,新,,静岡２区,63078,民主党,0,［元］環境省職員,［元］環境省課長補佐▽党２区総支部長［歴］衆院議員秘書▽東大,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,2. 反対,2. 反対
451,62,四ツ谷　恵,よつや　めぐみ,新,,静岡２区,23340,共産党,0,党地区副委長,党県中部地区副委員長［歴］会社員▽市民団体代表▽埼玉・川越女高,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
452,39,宮沢　博行,みやざわ　ひろゆき,前,［公］,静岡３区,105347,自民党,2,［元］磐田市議,［元］磐田市議▽党経産副部会長・国防副部会長・青年局次長［歴］会社員▽東大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,1. 評価する,無回答,無回答,無回答,無回答,無回答,無回答,無回答,1. 必要だ,無回答,1. 賛成
453,38,小山　展弘,こやま　のぶひろ,元,,静岡３区,87800,民主党,2,［元］団体職員,［元］農林中金職員▽党３区総支部長［歴］党政調会長補佐▽早大院,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,無回答,2. 参拝すべきでない,無回答,非該当,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
454,62,松浦　敏夫,まつうら　としお,新,,静岡３区,18298,共産党,0,党県委員,党県委員［歴］県商工団体連合会事務局長▽掛川工高,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
455,67,望月　義夫,もちづき　よしお,前,［公］,静岡４区,92416,自民党,7,環境相,環境相・原子力防災担当相［歴］外務政務官▽環境政務官▽副国交相▽中大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,非該当,2. 見直すべきでない,2. 見直すべきでない,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
456,46,田村　謙治,たむら　けんじ,元,,静岡４区,66771,民主党,3,［元］内閣政務官,［元］内閣府政務官［歴］財務省課長補佐▽衆院議員政策秘書▽党県会長▽東大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,無回答,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
457,68,杉田　保雄,すぎた　やすお,新,,静岡４区,14305,共産党,0,党県委員,党県委員・東部地区常任委員・富士市委員長［歴］会社員▽岩手大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
458,43,細野　豪志,ほその　ごうし,前,,静岡５区,143012,民主党,6,［元］党幹事長,［元］党幹事長・県会長［歴］三和総研研究員▽環境相▽原発事故担当相▽京大,非該当,非該当,2. 評価しない,非該当,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,非該当,2. 反対,非該当
459,32,吉川　　赳,よしかわ　たける,前,［公］,静岡５区,84574,自民党,1,党女性局次長,党女性局次長・青年局次長［歴］衆院議員秘書▽参院議員秘書▽大東文化大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
460,58,大庭　桃子,おおば　ももこ,新,,静岡５区,16638,共産党,0,［元］函南町議,［元］函南町議▽党准県委員・伊豆地区常任委員［歴］会社員▽早大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
461,53,渡辺　　周,わたなべ　しゅう,前,,静岡６区,114161,民主党,7,［元］副防衛相,［元］副防衛相［歴］読売新聞記者▽県議▽副総務相▽党選対委員長▽早大,2. 反対,1. 賛成,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,2. 必要でない,1. 賛成,2. 反対
462,38,勝俣　孝明,かつまた　たかあき,前,［公］,静岡６区,102714,自民党,2,［元］銀行員,［元］銀行員▽党国対委員・青年局次長・６区支部長▽慶大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,無回答,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
463,38,佐藤　龍彦,さとう　たつひこ,新,,静岡６区,18276,共産党,0,党地区部長,党伊豆地区青年学生部長［歴］会社員▽米フーバー高,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
464,49,城内　　実,きうち　みのる,前,［公］,静岡７区,132698,自民党,4,副外相,副外相［歴］外務省首席事務官▽拓大客員教授▽外務政務官▽東大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,2. 必要でない,1. 問題ない,非該当,非該当,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
465,67,松本　泰高,まつもと　たいこう,新,,静岡７区,37654,民主党,0,［元］新聞記者,［元］読売新聞記者▽政治ジャーナリスト［歴］党参院政策審議会スタッフ▽早大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
466,65,野沢　正司,のざわ　まさじ,新,,静岡７区,16743,共産党,0,党地区委員,党県西部地区委員・浜松市北区副委員長［歴］会社員▽静岡大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
467,64,塩谷　　立,しおのや　りゅう,前,［公］,静岡８区,98485,自民党,8,［元］文科相,［元］文科相▽党県会長［歴］総務政務次官▽党副幹事長・総務会長▽慶大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,1. 必要だ,1. 賛成,1. 賛成
468,41,源馬謙太郎,げんま　けんたろう,新,,静岡８区,62798,維新の党,0,［元］県議,［元］県議▽党８区支部長［歴］ＮＧＯ職員▽松下政経塾生▽米アメリカン大院,1. 賛成,非該当,1. 評価する,1. 導入すべきだ,2. 評価しない,非該当,2. 必要でない,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,非該当,非該当,1. 賛成,1. 賛成
469,70,落合　勝二,おちあい　かつじ,新,,静岡８区,16658,共産党,0,党地区委員,党県西部地区委員・浜松市東区委員長［歴］浜松市職員組合執行委員長▽日大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,非該当,2. 反対
470,38,古橋　和大,ふるはし　かずひろ,新,,静岡８区,15671,無所属,0,貿易業,貿易業▽参院議員後援会役員▽民主党サポーター［歴］商社員▽関西学院大,非該当,2. 反対,非該当,非該当,2. 評価しない,非該当,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,非該当,2. 反対,2. 反対
471,41,田畑　裕明,たばた　ひろあき,前,［公］,富山１区,70085,自民党,2,［元］厚労委員,［元］厚労委員▽党青年局次長［歴］銀行員▽会社役員▽富山市議▽県議▽独協大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,非該当,1. 必要だ,1. 賛成,非該当
472,44,吉田　豊史,よしだ　とよふみ,新,,富山１区,39249,維新の党,1,［元］県議,［元］県議▽富山市消防団分団班長［歴］飲食店経営▽早大,2. 反対,無回答,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,2. 必要でない,2. 反対,1. 賛成
473,51,高橋　　渡,たかはし　わたる,新,,富山１区,9795,共産党,0,党県書記長,党県書記長・県民運動部長［歴］民青同盟県委員長▽富山県立技術短大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
474,63,宮腰　光寛,みやこし　みつひろ,前,［公］,富山２区,82898,自民党,7,［元］副農相,［元］副農相［歴］県副議長▽内閣政務官▽沖縄北方特別委筆頭理事▽京大中退,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,1. 問題ない,非該当,非該当,非該当,非該当,1. 必要だ,1. 賛成,2. 反対
475,54,東　　　篤,あずま　あつし,新,,富山２区,23350,社民党,0,［元］参議員秘書,［元］参院議員秘書［歴］国鉄職員▽党県常任幹事▽八尾高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,非該当,2. 必要でない,2. 反対,2. 反対
476,58,平崎　　功,ひらさき　いさお,新,,富山２区,11158,共産党,0,党地区委員長,党新川地区委員長・県委員［歴］民青同盟地区委員長▽日本工学院専門学校,2. 反対,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
477,53,橘　慶一郎,たちばな　けいいちろう,前,［公］［改］,富山３区,138991,自民党,3,［元］総務政務官,［元］総務政務官▽党国対副委員長［歴］北海道開発庁職員▽高岡市長▽東大,非該当,1. 賛成,1. 評価する,非該当,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,非該当,2. 見直すべきでない,非該当,非該当,1. 引き受けてもいい,1. 必要だ,1. 賛成,非該当
478,44,坂本　洋史,さかもと　ひろし,新,,富山３区,32118,共産党,0,党地区委員長,党呉西地区委員長・県委員［歴］民青同盟県委員長▽金沢経済大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
479,53,馳　　　浩,はせ　ひろし,前,［公］［改］,石川１区,76422,自民党,6,党広報本部長,党広報本部長・県会長［歴］プロレスラー▽参院議員▽副文科相▽専大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,1. 問題ない,2. 見直すべきでない,非該当,1. 賛成,非該当,1. 必要だ,1. 賛成,1. 賛成
480,38,田中美絵子,たなか　みえこ,元,,石川１区,59590,民主党,1,党県副代表,党県副代表［歴］派遣社員▽衆院議員秘書▽党国際局副局長▽明大院,2. 反対,2. 反対,1. 評価する,2. 導入すべきでない,2. 評価しない,無回答,無回答,無回答,2. 見直すべきでない,無回答,1. 賛成,2. 引き受けたくない,2. 必要でない,無回答,2. 反対
